SYMBOL,DATE,SPX YE15,SPX YE17,SPX 15-17,SEDOL,TICKER-REGION,PRICE YE15,PRICE YE17,RETURN 15-17,REL-RETURN,ROE,SECURITY NAME,NAME,TICKER,EXCHANGE,PEER_GROUP,REGION,COUNTRY,COMP_GROUP_AVG,TOTAL_ESG_SCORE,ENVIRONMENT_SCORE,SOCIAL_SCORE,GOVERNANCE_SCORE,TOTAL_ESG_PTILE,ENVIRONMENT_PTILE,SOCIAL_PTILE,GOVERNANCE_PTILE,ENVIRONMENT_WEIGHT,SOCIAL_WEIGHT,GOVERNANCE_WEIGHT,E_OPERATIONS_INCIDENTS,E_SUPPLYCHAIN_INCIDENTS,E_PRODSERVICE_INCIDENTS,S_EMPLOYEE_INCIDENTS,S_SUPPLYCHAIN_INCIDENTS,S_CUSTOMER_INCIDENTS,S_COMMUNITY_INCIDENTS,G_BUSETHICS_INCIDENTS,G_GOVERNANCE_INCIDENTS,G_PUBLIC_POLICY_INCIDENTS,OLD_SYMBOL,CONTROVERSY_LEVEL
2108601,20151231," 	2,063.4 "," 	2,673.6 ",0.30,210860,BA-US, 	146.41 , 	294.91 , 	1.01 , 	0.72 , 	46.22 ,Boeing Company,The Boeing Company,BA,NYSE,Aerospace & Defense,United States and Canada,United States,,55.00000,62.00000,45.00000,59.00000,25.64000,56.41000,12.82000,10.26000,0.350000,0.350000,0.300000,Category 3,No Evidence of Controversy,No Evidence of Controversy,Category 3,No Evidence of Controversy,Category 3,Category 3,Category 2,Category 2,No Evidence of Controversy,US0970231058,@NA
2089427,20151231," 	2,063.4 "," 	2,673.6 ",0.30,208942,BEAV-US, 	42.92 ,, 	(1.00), 	(1.30), 	4.41 ,"B/E Aerospace, Inc.",BE Aerospace Inc.,BEAV,NasdaqGS,Aerospace & Defense,United States and Canada,United States,,47.00000,40.00000,44.00000,59.00000,2.560000,0.000000,7.690000,10.26000,0.350000,0.350000,0.300000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,Category 1,Category 1,No Evidence of Controversy,No Evidence of Controversy,US0733021010,@NA
2767228,20151231," 	2,063.4 "," 	2,673.6 ",0.30,276722,COL-US, 	93.27 , 	135.62 , 	0.45 , 	0.16 , 	36.92 ,"Rockwell Collins, Inc.",Rockwell Collins Inc.,COL,NYSE,Aerospace & Defense,United States and Canada,United States,,70.00000,70.00000,66.00000,75.00000,76.92000,82.05000,79.49000,82.05000,0.350000,0.350000,0.300000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US7743411016,@NA
2365161,20151231," 	2,063.4 "," 	2,673.6 ",0.30,236516,GD-US, 	139.26 , 	203.45 , 	0.46 , 	0.17 , 	20.30 ,General Dynamics Corporation,General Dynamics Corporation,GD,NYSE,Aerospace & Defense,United States and Canada,United States,,55.00000,54.00000,51.00000,60.00000,25.64000,30.77000,25.64000,15.38000,0.350000,0.350000,0.300000,Category 1,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US3695501086,@NA
2020459,20151231," 	2,063.4 "," 	2,673.6 ",0.30,202045,HON-US, 	103.87 , 	153.36 , 	0.48 , 	0.18 , 	24.14 ,Honeywell International Inc.,Honeywell International Inc.,HON,NYSE,Aerospace & Defense,United States and Canada,United States,,59.00000,50.00000,54.00000,74.00000,38.46000,20.51000,35.90000,79.49000,0.350000,0.350000,0.300000,Category 3,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,Category 3,Category 1,Category 1,No Evidence of Controversy,No Evidence of Controversy,US4385161066,@NA
BT6T3G0,20151231," 	2,063.4 "," 	2,673.6 ",0.30,BT6T3G,KLXI-US, 	30.90 , 	68.25 , 	1.21 , 	0.91 , 	3.25 ,"KLX, Inc.",KLX Inc.,KLXI,NasdaqGS,Aerospace & Defense,United States and Canada,United States,,49.00000,41.00000,43.00000,66.00000,5.130000,7.690000,0.000000,53.85000,0.350000,0.350000,0.300000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US4825391034,@NA
2247366,20151231," 	2,063.4 "," 	2,673.6 ",0.30,BYZGYC,LLL-US, 	120.94 , 	197.85 , 	0.64 , 	0.34 , 	11.18 ,L3 Technologies Inc,L-3 Communications Holdings Inc.,LLL,NYSE,Aerospace & Defense,United States and Canada,United States,,51.00000,46.00000,50.00000,57.00000,12.82000,15.38000,23.08000,5.130000,0.350000,0.350000,0.300000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,Category 2,Category 2,No Evidence of Controversy,US5024241045,@NA
2522096,20151231," 	2,063.4 "," 	2,673.6 ",0.30,252209,LMT-US, 	219.80 , 	321.05 , 	0.46 , 	0.16 , 	86.90 ,Lockheed Martin Corporation,Lockheed Martin Corporation,LMT,NYSE,Aerospace & Defense,United States and Canada,United States,,71.00000,73.00000,64.00000,78.00000,79.49000,87.18000,74.36000,84.62000,0.350000,0.350000,0.300000,Category 2,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,Category 2,Category 2,Category 2,No Evidence of Controversy,Category 1,US5398301094,@NA
2648806,20151231," 	2,063.4 "," 	2,673.6 ",0.30,264880,NOC-US, 	190.08 , 	306.91 , 	0.61 , 	0.32 , 	23.18 ,Northrop Grumman Corporation,Northrop Grumman Corporation,NOC,NYSE,Aerospace & Defense,United States and Canada,United States,,68.00000,59.00000,66.00000,81.00000,74.36000,46.15000,79.49000,92.31000,0.350000,0.350000,0.300000,Category 2,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,US6668071029,@NA
BVGC686,20151231," 	2,063.4 "," 	2,673.6 ",0.30,BVGC68,OA-US, 	90.53 , 	131.50 , 	0.45 , 	0.16 ,,"Orbital ATK, Inc.",Orbital ATK Inc.,OA,NYSE,Aerospace & Defense,United States and Canada,United States,,64.00000,56.00000,55.00000,83.00000,61.54000,41.03000,41.03000,94.87000,0.350000,0.350000,0.300000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US68557N1037,@NA
2699514,20151231," 	2,063.4 "," 	2,673.6 ",0.30,269951,PCP-US, 	231.96 ,, 	(1.00), 	(1.30), 	13.85 ,Precision Castparts Corp.,Precision Castparts Corp.,@NA,NYSE,Aerospace & Defense,United States and Canada,United States,,50.00000,49.00000,49.00000,54.00000,10.26000,17.95000,20.51000,0.000000,0.350000,0.350000,0.300000,Category 1,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,US7401891053,@NA
2758051,20151231," 	2,063.4 "," 	2,673.6 ",0.30,275805,RTN-US, 	125.74 , 	187.85 , 	0.49 , 	0.20 , 	21.20 ,Raytheon Company,Raytheon Company,RTN,NYSE,Aerospace & Defense,United States and Canada,United States,,63.00000,68.00000,62.00000,60.00000,53.85000,69.23000,61.54000,15.38000,0.350000,0.350000,0.300000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,Category 2,No Evidence of Controversy,No Evidence of Controversy,US7551115071,@NA
B1HMMS7,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B1HMMS,SPR-US, 	48.97 , 	87.25 , 	0.78 , 	0.49 , 	23.03 ,"Spirit AeroSystems Holdings, Inc. Class A",Spirit AeroSystems Holdings Inc.,SPR,NYSE,Aerospace & Defense,United States and Canada,United States,,60.00000,53.00000,59.00000,69.00000,43.59000,28.21000,56.41000,66.67000,0.350000,0.350000,0.300000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US8485741099,@NA
B11FJK3,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B11FJK,TDG-US, 	227.88 , 	274.62 , 	0.21 , 	(0.09),,TransDigm Group Incorporated,TransDigm Group Incorporated,TDG,NYSE,Aerospace & Defense,United States and Canada,United States,,52.00000,45.00000,43.00000,69.00000,17.95000,12.82000,0.000000,66.67000,0.350000,0.350000,0.300000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US8936411003,@NA
2893071,20151231," 	2,063.4 "," 	2,673.6 ",0.30,289307,TGI-US, 	39.96 , 	27.20 , 	(0.32), 	(0.62), 	10.80 ,"Triumph Group, Inc.",Triumph Group Inc.,TGI,NYSE,Aerospace & Defense,United States and Canada,United States,,51.00000,43.00000,48.00000,64.00000,12.82000,10.26000,15.38000,41.03000,0.350000,0.350000,0.300000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US8968181011,@NA
2885937,20151231," 	2,063.4 "," 	2,673.6 ",0.30,288593,TXT-US, 	42.45 , 	56.59 , 	0.33 , 	0.04 , 	13.98 ,Textron Inc.,Textron Inc.,TXT,NYSE,Aerospace & Defense,United States and Canada,United States,,58.00000,54.00000,56.00000,65.00000,35.90000,30.77000,46.15000,46.15000,0.350000,0.350000,0.300000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 2,Category 2,Category 1,No Evidence of Controversy,No Evidence of Controversy,US8832031012,@NA
2915500,20151231," 	2,063.4 "," 	2,673.6 ",0.30,291550,UTX-US, 	96.90 , 	127.57 , 	0.32 , 	0.02 , 	19.23 ,United Technologies Corporation,United Technologies Corp.,UTX,NYSE,Aerospace & Defense,United States and Canada,United States,,60.00000,61.00000,56.00000,62.00000,43.59000,51.28000,46.15000,33.33000,0.350000,0.350000,0.300000,Category 1,No Evidence of Controversy,No Evidence of Controversy,Category 1,Category 1,Category 2,Category 1,Category 2,Category 1,No Evidence of Controversy,US9130171096,@NA
2111955,20151231," 	2,063.4 "," 	2,673.6 ",0.30,211195,BWA-US, 	43.92 , 	51.09 , 	0.16 , 	(0.13), 	18.28 ,BorgWarner Inc.,BorgWarner Inc.,BWA,NYSE,Auto Components,United States and Canada,United States,,65.00000,68.00000,61.00000,67.00000,63.24000,54.41000,51.47000,75.00000,0.350000,0.400000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US0997241064,@NA
B29N9B7,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B29N9B,FDML-US, 	6.88 ,, 	(1.00), 	(1.30), 	(14.63),Federal-Mogul Holdings Corp,Federal-Mogul Holdings Corporation,@NA,NasdaqGS,Auto Components,United States and Canada,United States,,64.00000,53.00000,72.00000,66.00000,55.88000,20.59000,77.94000,70.59000,0.350000,0.400000,0.250000,Category 1,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US3135494041,@NA
2366799,20151231," 	2,063.4 "," 	2,673.6 ",0.30,236679,GNTX-US, 	16.29 , 	20.95 , 	0.29 , 	(0.01), 	19.91 ,Gentex Corporation,Gentex Corporation,GNTX,NasdaqGS,Auto Components,United States and Canada,United States,,57.00000,52.00000,57.00000,64.00000,26.47000,19.12000,41.18000,60.29000,0.350000,0.400000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US3719011096,@NA
2378200,20151231," 	2,063.4 "," 	2,673.6 ",0.30,237820,GT-US, 	33.31 , 	32.31 , 	(0.03), 	(0.33), 	94.02 ,Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,GT,NasdaqGS,Auto Components,United States and Canada,United States,,71.00000,71.00000,76.00000,64.00000,83.82000,64.71000,85.29000,60.29000,0.350000,0.400000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,US3825501014,@NA
2476803,20151231," 	2,063.4 "," 	2,673.6 ",0.30,247680,JCI.XX1-US, 	40.23 ,, 	(1.00), 	(1.30), 	13.30 ,"Johnson Controls, Inc.",Johnson Controls Inc.,JCI,NYSE,Auto Components,United States and Canada,United States,,80.00000,79.00000,83.00000,75.00000,97.06000,89.71000,95.59000,92.65000,0.350000,0.400000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 1,Category 2,No Evidence of Controversy,Category 1,No Evidence of Controversy,US4783661071,@NA
B570P91,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B570P9,LEA-US, 	124.45 , 	176.66 , 	0.42 , 	0.12 , 	22.40 ,Lear Corporation,Lear Corporation,LEA,NYSE,Auto Components,United States and Canada,United States,,57.00000,54.00000,53.00000,68.00000,26.47000,23.53000,22.06000,80.88000,0.350000,0.400000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US5218652049,@NA
2512600,20151231," 	2,063.4 "," 	2,673.6 ",0.30,251260,TEN-US, 	46.59 , 	58.54 , 	0.26 , 	(0.04), 	48.60 ,Tenneco Inc.,Tenneco Inc.,TEN,NYSE,Auto Components,United States and Canada,United States,,60.00000,56.00000,59.00000,68.00000,33.82000,26.47000,47.06000,80.88000,0.350000,0.400000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US8803491054,@NA
B4N0JJ6,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B4N0JJ,VC-US, 	116.20 , 	125.14 , 	0.08 , 	(0.22), 	2.30 ,Visteon Corporation,Visteon Corporation,VC,NYSE,Auto Components,United States and Canada,United States,,70.00000,68.00000,65.00000,79.00000,82.35000,54.41000,66.18000,97.06000,0.350000,0.400000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US92839U2069,@NA
2615468,20151231," 	2,063.4 "," 	2,673.6 ",0.30,261546,F-US, 	14.17 , 	12.49 , 	(0.12), 	(0.41), 	4.84 ,Ford Motor Company,Ford Motor Co.,F,NYSE,Automobiles,United States and Canada,United States,,70.00000,67.00000,75.00000,71.00000,87.23000,70.21000,80.85000,78.72000,0.450000,0.300000,0.250000,Category 1,No Evidence of Controversy,Category 2,Category 2,Category 2,Category 2,Category 2,Category 2,No Evidence of Controversy,No Evidence of Controversy,US3453708600,@NA
B665KZ5,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B665KZ,GM-US, 	34.33 , 	40.99 , 	0.19 , 	(0.10), 	10.12 ,General Motors Company,General Motors Company,GM,NYSE,Automobiles,United States and Canada,United States,,61.00000,56.00000,65.00000,67.00000,61.70000,53.19000,76.60000,65.96000,0.450000,0.300000,0.250000,Category 3,No Evidence of Controversy,Category 2,Category 3,Category 2,Category 5,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,US37045V1008,@NA
2411053,20151231," 	2,063.4 "," 	2,673.6 ",0.30,241105,HOG-US, 	45.56 , 	50.88 , 	0.12 , 	(0.18), 	28.54 ,"Harley-Davidson, Inc.",Harley-Davidson Inc.,HOG,NYSE,Automobiles,United States and Canada,United States,,56.00000,44.00000,58.00000,75.00000,46.81000,25.53000,61.70000,89.36000,0.450000,0.300000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,US4128221086,@NA
2889876,20151231," 	2,063.4 "," 	2,673.6 ",0.30,288987,THO-US, 	57.32 , 	150.72 , 	1.63 , 	1.33 , 	19.78 ,"Thor Industries, Inc.",Thor Industries Inc.,THO,NYSE,Automobiles,United States and Canada,United States,,53.00000,43.00000,52.00000,73.00000,34.04000,21.28000,40.43000,85.11000,0.450000,0.300000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US8851601018,@NA
B616C79,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B616C7,TSLA-US, 	238.09 , 	311.35 , 	0.31 , 	0.01 , 	(37.25),Tesla Inc,Tesla Inc.,TSLA,NasdaqGS,Automobiles,United States and Canada,United States,,56.00000,62.00000,50.00000,55.00000,46.81000,63.83000,34.04000,21.28000,0.450000,0.300000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,US88160R1014,@NA
2055718,20151231," 	2,063.4 "," 	2,673.6 ",0.30,205571,ASB-US, 	19.00 , 	25.40 , 	0.34 , 	0.04 , 	6.63 ,Associated Banc-Corp,Associated Banc-Corp,ASB,NYSE,Banks,United States and Canada,United States,,48.00000,34.00000,56.00000,53.00000,23.52000,16.86000,11.40000,60.10000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US0454871056,@NA
2295677,20151231," 	2,063.4 "," 	2,673.6 ",0.30,229567,BAC-US, 	17.05 , 	29.52 , 	0.73 , 	0.44 , 	2.03 ,Bank of America Corporation,Bank of America Corporation,BAC,NYSE,Banks,United States and Canada,United States,,69.00000,79.00000,68.00000,60.00000,86.70000,95.72000,70.78000,80.05000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,Category 2,Category 2,No Evidence of Controversy,Category 4,Category 2,Category 3,Category 2,No Evidence of Controversy,US0605051046,@NA
2830904,20151231," 	2,063.4 "," 	2,673.6 ",0.30,283090,BBT-US, 	38.17 , 	49.72 , 	0.30 , 	0.01 , 	9.13 ,BB&T Corporation,BB&T Corporation,BBT,NYSE,Banks,United States and Canada,United States,,47.00000,33.00000,59.00000,48.00000,17.34000,10.45000,24.94000,36.34000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,Category 2,No Evidence of Controversy,Category 1,No Evidence of Controversy,US0549371070,@NA
2074070,20151231," 	2,063.4 "," 	2,673.6 ",0.30,207407,BOH-US, 	63.68 , 	85.70 , 	0.35 , 	0.05 , 	15.78 ,Bank of Hawaii Corporation,Bank of Hawaii Corporation,BOH,NYSE,Banks,United States and Canada,United States,,50.00000,32.00000,61.00000,54.00000,36.10000,2.140000,37.53000,62.71000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US0625401098,@NA
2109091,20151231," 	2,063.4 "," 	2,673.6 ",0.30,210909,BOKF-US, 	60.40 , 	92.32 , 	0.53 , 	0.23 , 	9.15 ,BOK Financial Corporation,BOK Financial Corporation,BOKF,NasdaqGS,Banks,United States and Canada,United States,,51.00000,39.00000,62.00000,50.00000,42.76000,37.77000,47.51000,45.37000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US05561Q2012,@NA
B86QM90,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B86QM9,BPOP-US, 	28.53 , 	35.49 , 	0.24 , 	(0.05), 	(4.28),"Popular, Inc.",Popular Inc.,BPOP,NasdaqGS,Banks,United States and Canada,United States,,50.00000,32.00000,66.00000,51.00000,36.10000,2.140000,64.85000,50.36000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,PR7331747001,@NA
2074111,20151231," 	2,063.4 "," 	2,673.6 ",0.30,BF3BNF,BXS-US, 	24.41 , 	31.45 , 	0.29 , 	(0.01), 	7.49 ,BancorpSouth Bank,BancorpSouth Inc.,BXS,NYSE,Banks,United States and Canada,United States,,43.00000,32.00000,56.00000,40.00000,1.900000,2.140000,11.40000,4.990000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,US0596921033,@NA
2213204,20151231," 	2,063.4 "," 	2,673.6 ",0.30,221320,CBSH-US, 	39.11 , 	55.84 , 	0.43 , 	0.13 , 	11.38 ,"Commerce Bancshares, Inc.",Commerce Bancshares Inc.,CBSH,NasdaqGS,Banks,United States and Canada,United States,,51.00000,34.00000,65.00000,52.00000,42.76000,16.86000,59.62000,54.63000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US2005251036,@NA
B3KWJV0,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B3KWJV,CFFN-US, 	12.80 , 	13.41 , 	0.05 , 	(0.25), 	5.36 ,"Capitol Federal Financial, Inc.",Capitol Federal Financial Inc.,CFFN,NasdaqGS,Banks,United States and Canada,United States,,50.00000,32.00000,61.00000,54.00000,36.10000,2.140000,37.53000,62.71000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US14057J1016,@NA
BQRX1X3,20151231," 	2,063.4 "," 	2,673.6 ",0.30,BQRX1X,CFG-US, 	26.30 , 	41.98 , 	0.60 , 	0.30 , 	4.50 ,"Citizens Financial Group, Inc.",Citizens Financial Group Inc.,CFG,NYSE,Banks,United States and Canada,United States,,48.00000,37.00000,57.00000,50.00000,23.52000,29.22000,18.29000,45.37000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US1746101054,@NA
2239556,20151231," 	2,063.4 "," 	2,673.6 ",0.30,223955,CFR-US, 	61.02 , 	94.65 , 	0.55 , 	0.26 , 	10.32 ,"Cullen/Frost Bankers, Inc.",Cullen/Frost Bankers Inc.,CFR,NYSE,Banks,United States and Canada,United States,,48.00000,32.00000,61.00000,48.00000,23.52000,2.140000,37.53000,36.34000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US2298991090,@NA
B4Z73G0,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B4Z73G,CIT-US, 	39.98 , 	49.23 , 	0.23 , 	(0.06), 	12.03 ,CIT Group Inc.,CIT Group Inc.,CIT,NYSE,Banks,United States and Canada,United States,,48.00000,33.00000,59.00000,50.00000,23.52000,10.45000,24.94000,45.37000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US1255818015,@NA
2212870,20151231," 	2,063.4 "," 	2,673.6 ",0.30,221287,CMA-US, 	41.98 , 	86.81 , 	1.07 , 	0.77 , 	8.05 ,Comerica Incorporated,Comerica Incorporated,CMA,NYSE,Banks,United States and Canada,United States,,62.00000,60.00000,70.00000,55.00000,74.82000,77.20000,75.06000,64.85000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US2003401070,@NA
2297907,20151231," 	2,063.4 "," 	2,673.6 ",0.30,229790,C-US, 	52.30 , 	74.41 , 	0.42 , 	0.13 , 	3.47 ,Citigroup Inc.,Citigroup Inc.,C,NYSE,Banks,United States and Canada,United States,,67.00000,70.00000,72.00000,59.00000,84.56000,87.41000,79.81000,78.62000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,Category 3,Category 1,No Evidence of Controversy,Category 3,Category 2,Category 4,Category 3,No Evidence of Controversy,US1729674242,@NA
2487407,20151231," 	2,063.4 "," 	2,673.6 ",0.30,248740,EWBC-US, 	41.93 , 	60.83 , 	0.45 , 	0.15 , 	13.23 ,"East West Bancorp, Inc.",East West Bancorp Inc.,EWBC,NasdaqGS,Banks,United States and Canada,United States,,50.00000,32.00000,64.00000,51.00000,36.10000,2.140000,54.87000,50.36000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,US27579R1041,@NA
2355582,20151231," 	2,063.4 "," 	2,673.6 ",0.30,235558,FCNCA-US, 	261.08 , 	403.00 , 	0.54 , 	0.25 , 	5.82 ,"First Citizens BancShares, Inc. Class A",First Citizens BancShares Inc.,FCNC.A,NasdaqGS,Banks,United States and Canada,United States,,49.00000,32.00000,61.00000,52.00000,31.35000,2.140000,37.53000,54.63000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US31946M1036,@NA
