SYMBOL,DATE,SPX YE15,SPX YE17,SPX 15-17,SEDOL,TICKER-REGION,PRICE YE15,PRICE YE17,RETURN 15-17,REL-RETURN,ROE,SECURITY NAME,NAME,TICKER,EXCHANGE,PEER_GROUP,REGION,COUNTRY,COMP_GROUP_AVG,TOTAL_ESG_SCORE,ENVIRONMENT_SCORE,SOCIAL_SCORE,GOVERNANCE_SCORE,TOTAL_ESG_PTILE,ENVIRONMENT_PTILE,SOCIAL_PTILE,GOVERNANCE_PTILE,ENVIRONMENT_WEIGHT,SOCIAL_WEIGHT,GOVERNANCE_WEIGHT,E_OPERATIONS_INCIDENTS,E_SUPPLYCHAIN_INCIDENTS,E_PRODSERVICE_INCIDENTS,S_EMPLOYEE_INCIDENTS,S_SUPPLYCHAIN_INCIDENTS,S_CUSTOMER_INCIDENTS,S_COMMUNITY_INCIDENTS,G_BUSETHICS_INCIDENTS,G_GOVERNANCE_INCIDENTS,G_PUBLIC_POLICY_INCIDENTS,OLD_SYMBOL,CONTROVERSY_LEVEL
2073022,20151231," 	2,063.4 "," 	2,673.6 ",0.30,207302,BLL-US, 	36.67 , 	37.85 , 	0.03 , 	(0.26), 	42.10 ,Ball Corporation,Ball Corporation,BLL,NYSE,Containers & Packaging,United States and Canada,United States,,76.00000,70.00000,89.00000,67.00000,82.76000,68.97000,100.0000,37.93000,0.400000,0.350000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US0584981064,@NA
2090173,20151231," 	2,063.4 "," 	2,673.6 ",0.30,209017,BMS-US, 	45.41 , 	47.79 , 	0.05 , 	(0.24), 	15.34 ,"Bemis Company, Inc.",Bemis Company Inc.,BMS,NYSE,Containers & Packaging,United States and Canada,United States,,64.00000,59.00000,61.00000,76.00000,48.28000,31.03000,51.72000,68.97000,0.400000,0.350000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US0814371052,@NA
2427986,20151231," 	2,063.4 "," 	2,673.6 ",0.30,242798,CCK-US, 	51.54 , 	56.25 , 	0.09 , 	(0.20), 	629.27 ,"Crown Holdings, Inc.",Crown Holdings Inc.,CCK,NYSE,Containers & Packaging,United States and Canada,United States,,59.00000,60.00000,55.00000,64.00000,24.14000,34.48000,27.59000,27.59000,0.400000,0.350000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 3,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US2283681060,@NA
2388016,20151231," 	2,063.4 "," 	2,673.6 ",0.30,238801,GEF-US, 	31.55 , 	60.58 , 	0.92 , 	0.62 , 	6.66 ,Greif Class A,Greif Inc.,GEF,NYSE,Containers & Packaging,United States and Canada,United States,,60.00000,58.00000,59.00000,64.00000,31.03000,27.59000,34.48000,27.59000,0.400000,0.350000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US3976241071,@NA
2662862,20151231," 	2,063.4 "," 	2,673.6 ",0.30,266286,OI-US, 	17.52 , 	22.17 , 	0.27 , 	(0.03), 	17.73 ,"Owens-Illinois, Inc.",Owens-Illinois Inc.,OI,NYSE,Containers & Packaging,United States and Canada,United States,,61.00000,62.00000,57.00000,62.00000,34.48000,48.28000,31.03000,20.69000,0.400000,0.350000,0.250000,Category 1,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,Category 1,No Evidence of Controversy,US6907684038,@NA
2504566,20151231," 	2,063.4 "," 	2,673.6 ",0.30,250456,PKG-US, 	64.00 , 	120.55 , 	0.88 , 	0.59 , 	27.30 ,Packaging Corporation of America,Packaging Corporation of America,PKG,NYSE,Containers & Packaging,United States and Canada,United States,,65.00000,68.00000,59.00000,70.00000,51.72000,65.52000,34.48000,55.17000,0.400000,0.350000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US6951561090,@NA
2232793,20151231," 	2,063.4 "," 	2,673.6 ",0.30,223279,SEE-US, 	44.93 , 	49.30 , 	0.10 , 	(0.20), 	20.10 ,Sealed Air Corporation,Sealed Air Corporation,SEE,NYSE,Containers & Packaging,United States and Canada,United States,,67.00000,67.00000,64.00000,71.00000,58.62000,62.07000,55.17000,58.62000,0.400000,0.350000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,Category 1,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US81211K1007,@NA
2809324,20151231," 	2,063.4 "," 	2,673.6 ",0.30,280932,SLGN-US, 	27.17 , 	29.39 , 	0.08 , 	(0.21), 	25.62 ,Silgan Holdings Inc.,Silgan Holdings Inc.,SLGN,NasdaqGS,Containers & Packaging,United States and Canada,United States,,43.00000,36.00000,49.00000,48.00000,0.000000,0.000000,3.450000,0.000000,0.400000,0.350000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US8270481091,@NA
2821395,20151231," 	2,063.4 "," 	2,673.6 ",0.30,282139,SON-US, 	41.64 , 	53.14 , 	0.28 , 	(0.02), 	14.21 ,Sonoco Products Company,Sonoco Products Co,SON,NYSE,Containers & Packaging,United States and Canada,United States,,72.00000,74.00000,75.00000,67.00000,68.97000,72.41000,72.41000,37.93000,0.400000,0.350000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US8354951027,@NA
BYR0914,20151231," 	2,063.4 "," 	2,673.6 ",0.30,BYR091,WRK-US, 	41.28 , 	63.21 , 	0.53 , 	0.24 , 	6.24 ,WestRock Co.,WestRock Company,WRK,NYSE,Containers & Packaging,United States and Canada,United States,,61.00000,60.00000,59.00000,65.00000,34.48000,34.48000,34.48000,34.48000,0.400000,0.350000,0.250000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US96145D1054,@NA
2101990,20151231," 	2,063.4 "," 	2,673.6 ",0.30,210199,ACAS-US, 	13.78 ,, 	(1.00), 	(1.30), 	8.19 ,"American Capital, Ltd.",American Capital Ltd.,@NA,NasdaqGS,Diversified Financials,United States and Canada,United States,,44.00000,34.00000,50.00000,48.00000,3.720000,14.13000,3.720000,27.88000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US02503Y1038,@NA
B72XK05,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B72XK0,ALLY-US, 	18.64 , 	29.16 , 	0.56 , 	0.27 , 	6.25 ,Ally Financial Inc,Ally Financial Inc.,ALLY,NYSE,Diversified Financials,United States and Canada,United States,,46.00000,34.00000,58.00000,46.00000,11.90000,14.13000,33.46000,15.99000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,US02005N1000,@NA
BLRLH12,20151231," 	2,063.4 "," 	2,673.6 ",0.30,BLRLH1,ALM-GB, 	3.89 , 	1.65 , 	(0.58), 	(0.87), 	(24.04),Allied Minds PLC,Allied Minds plc,ALM,LSE,Diversified Financials,United States and Canada,United States,,48.00000,35.00000,59.00000,49.00000,23.79000,19.70000,38.66000,31.60000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,GB00BLRLH124,@NA
2127899,20151231," 	2,063.4 "," 	2,673.6 ",0.30,212789,AMG-US, 	160.74 , 	205.25 , 	0.28 , 	(0.02), 	18.99 ,"Affiliated Managers Group, Inc.",Affiliated Managers Group Inc.,AMG,NYSE,Diversified Financials,United States and Canada,United States,,44.00000,33.00000,48.00000,49.00000,3.720000,7.430000,1.120000,31.60000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US0082521081,@NA
B0J7D57,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B0J7D5,AMP-US, 	107.29 , 	169.47 , 	0.58 , 	0.28 , 	19.87 ,"Ameriprise Financial, Inc.",Ameriprise Financial Inc.,AMP,NYSE,Diversified Financials,United States and Canada,United States,,52.00000,48.00000,49.00000,58.00000,48.33000,60.22000,1.860000,69.14000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,Category 2,Category 2,Category 1,No Evidence of Controversy,No Evidence of Controversy,US03076C1062,@NA
2983154,20151231," 	2,063.4 "," 	2,673.6 ",0.30,298315,AMTD-US, 	35.16 , 	51.13 , 	0.45 , 	0.16 , 	16.85 ,TD Ameritrade Holding Corporation,TD Ameritrade Holding Corporation,AMTD,NasdaqGS,Diversified Financials,United States and Canada,United States,,46.00000,39.00000,51.00000,48.00000,11.90000,33.83000,7.060000,27.88000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,US87236Y1082,@NA
B032FN0,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B032FN,ARCC-US, 	14.39 , 	15.72 , 	0.09 , 	(0.20), 	11.60 ,Ares Capital Corporation,Ares Capital Corporation,ARCC,NasdaqGS,Diversified Financials,United States and Canada,United States,,47.00000,32.00000,56.00000,52.00000,17.84000,0.370000,17.84000,50.56000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US04010L1035,@NA
2026082,20151231," 	2,063.4 "," 	2,673.6 ",0.30,202608,AXP-US, 	70.16 , 	99.31 , 	0.42 , 	0.12 , 	29.07 ,American Express Company,American Express Company,AXP,NYSE,Diversified Financials,United States and Canada,United States,,57.00000,58.00000,61.00000,52.00000,64.68000,76.95000,52.79000,50.56000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 3,Category 2,Category 2,Category 1,No Evidence of Controversy,US0258161092,@NA
2350684,20151231," 	2,063.4 "," 	2,673.6 ",0.30,235068,BEN-US, 	37.03 , 	43.33 , 	0.17 , 	(0.13), 	17.27 ,"Franklin Resources, Inc.",Franklin Resources Inc.,BEN,NYSE,Diversified Financials,United States and Canada,United States,,58.00000,59.00000,55.00000,59.00000,70.26000,78.81000,14.50000,72.86000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,Category 2,Category 1,No Evidence of Controversy,US3546131018,@NA
B1Z77F6,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B1Z77F,BK-US, 	41.28 , 	53.86 , 	0.30 , 	0.01 , 	6.73 ,Bank of New York Mellon Corporation,The Bank of New York Mellon Corporation,BK,NYSE,Diversified Financials,United States and Canada,United States,,62.00000,66.00000,63.00000,58.00000,78.07000,86.62000,67.29000,69.14000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,Category 3,Category 2,Category 3,No Evidence of Controversy,No Evidence of Controversy,US0640581007,@NA
2494504,20151231," 	2,063.4 "," 	2,673.6 ",0.30,249450,BLK-US, 	342.05 , 	513.71 , 	0.50 , 	0.21 , 	12.24 ,"BlackRock, Inc.",BlackRock Inc.,BLK,NYSE,Diversified Financials,United States and Canada,United States,,62.00000,50.00000,63.00000,71.00000,78.07000,63.94000,67.29000,91.08000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,Category 1,Category 2,Category 1,No Evidence of Controversy,No Evidence of Controversy,US09247X1019,@NA
2093666,20151231," 	2,063.4 "," 	2,673.6 ",0.30,209366,BRK.A-US," 	200,080.98 "," 	297,600.00 ", 	0.49 , 	0.19 , 	8.60 ,Berkshire Hathaway Inc. Class A,Berkshire Hathaway Inc.,BRK.A,NYSE,Diversified Financials,United States and Canada,United States,,48.00000,54.00000,47.00000,45.00000,23.79000,70.63000,0.740000,14.50000,0.300000,0.350000,0.350000,Category 2,No Evidence of Controversy,No Evidence of Controversy,Category 2,Category 1,Category 1,Category 1,Category 2,No Evidence of Controversy,No Evidence of Controversy,US0846701086,@NA
08467070,20151231," 	2,063.4 "," 	2,673.6 ",0.30,207339,BRK.B-US, 	133.26 , 	198.22 , 	0.49 , 	0.19 , 	8.60 ,Berkshire Hathaway Inc. Class B,Berkshire Hathaway Inc.,BRK.A,NYSE,Diversified Financials,United States and Canada,United States,,48.00000,54.00000,47.00000,45.00000,23.79000,70.63000,0.740000,14.50000,0.300000,0.350000,0.350000,Category 2,No Evidence of Controversy,No Evidence of Controversy,Category 2,Category 1,Category 1,Category 1,Category 2,No Evidence of Controversy,No Evidence of Controversy,US0846701086,@NA
B1YWNW1,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B1YWNW,BX-US, 	29.71 , 	32.02 , 	0.08 , 	(0.22), 	23.71 ,Blackstone Group L.P.,The Blackstone Group,BX,NYSE,Diversified Financials,United States and Canada,United States,,52.00000,47.00000,63.00000,46.00000,48.33000,57.99000,67.29000,15.99000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 2,Category 2,Category 2,Category 2,No Evidence of Controversy,US09253U1088,@NA
B5834C5,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B5834C,CBOE-US, 	65.68 , 	124.59 , 	0.90 , 	0.60 , 	70.48 ,Cboe Global Markets Inc,Cboe Global Markets Inc.,CBOE,NasdaqGS,Diversified Financials,United States and Canada,United States,,65.00000,77.00000,62.00000,58.00000,83.64000,95.91000,59.85000,69.14000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US12503M1080,@NA
2965839,20151231," 	2,063.4 "," 	2,673.6 ",0.30,296583,CME-US, 	91.52 , 	146.05 , 	0.60 , 	0.30 , 	5.36 ,CME Group Inc. Class A,CME Group Inc.,CME,NasdaqGS,Diversified Financials,United States and Canada,United States,,57.00000,55.00000,62.00000,53.00000,64.68000,72.49000,59.85000,54.65000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 2,Category 1,No Evidence of Controversy,US12572Q1058,@NA
2654461,20151231," 	2,063.4 "," 	2,673.6 ",0.30,265446,COF-US, 	73.21 , 	99.58 , 	0.36 , 	0.06 , 	10.15 ,Capital One Financial Corporation,Capital One Financial Corporation,COF,NYSE,Diversified Financials,United States and Canada,United States,,56.00000,47.00000,64.00000,55.00000,62.83000,57.99000,71.38000,62.83000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,Category 2,Category 2,No Evidence of Controversy,No Evidence of Controversy,US14040H1059,@NA
B1YLC43,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B1YLC4,DFS-US, 	54.25 , 	76.92 , 	0.42 , 	0.12 , 	21.03 ,Discover Financial Services,Discover Financial Services,DFS,NYSE,Diversified Financials,United States and Canada,United States,,57.00000,55.00000,61.00000,53.00000,64.68000,72.49000,52.79000,54.65000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,Category 1,Category 2,No Evidence of Controversy,US2547091080,@NA
2299011,20151231," 	2,063.4 "," 	2,673.6 ",0.30,229901,ETFC-US, 	29.90 , 	49.57 , 	0.66 , 	0.36 , 	5.73 ,E*TRADE Financial Corporation,E*TRADE Financial Corporation,ETFC,NasdaqGS,Diversified Financials,United States and Canada,United States,,49.00000,38.00000,58.00000,50.00000,30.86000,28.25000,33.46000,40.89000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,US2692464017,@NA
2301057,20151231," 	2,063.4 "," 	2,673.6 ",0.30,230105,EV-US, 	32.73 , 	56.39 , 	0.72 , 	0.43 , 	35.20 ,Eaton Vance Corp.,Eaton Vance Corp.,EV,NYSE,Diversified Financials,United States and Canada,United States,,62.00000,63.00000,59.00000,65.00000,78.07000,82.90000,38.66000,84.39000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US2782651036,@NA
2246288,20151231," 	2,063.4 "," 	2,673.6 ",0.30,224628,FII-US, 	28.80 , 	36.08 , 	0.25 , 	(0.04), 	24.40 ,"Federated Investors, Inc. Class B",Federated Investors Inc.,FII,NYSE,Diversified Financials,United States and Canada,United States,,44.00000,33.00000,50.00000,48.00000,3.720000,7.430000,3.720000,27.88000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US3142111034,@NA
B00G8B4,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B00G8B,GHL-US, 	29.08 , 	19.50 , 	(0.33), 	(0.63), 	16.30 ,"Greenhill & Co., Inc.",Greenhill & Co. Inc.,GHL,NYSE,Diversified Financials,United States and Canada,United States,,46.00000,33.00000,61.00000,42.00000,11.90000,7.430000,52.79000,4.830000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US3952591044,@NA
2407966,20151231," 	2,063.4 "," 	2,673.6 ",0.30,240796,GS-US, 	182.01 , 	254.76 , 	0.40 , 	0.10 , 	10.51 ,"Goldman Sachs Group, Inc.",The Goldman Sachs Group Inc.,GS,NYSE,Diversified Financials,United States and Canada,United States,,70.00000,84.00000,66.00000,61.00000,91.82000,98.88000,78.07000,78.44000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,Category 2,Category 2,No Evidence of Controversy,Category 3,Category 3,Category 3,Category 2,Category 1,US38141G1040,@NA
B1WT4X2,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B1WT4X,IBKR-US, 	43.68 , 	59.21 , 	0.36 , 	0.06 , 	6.04 ,"Interactive Brokers Group, Inc. Class A",Interactive Brokers Group Inc.,IBKR,NasdaqGS,Diversified Financials,United States and Canada,United States,,61.00000,73.00000,61.00000,49.00000,76.58000,92.19000,52.79000,31.60000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US45841N1072,@NA
BFSSDS9,20151231," 	2,063.4 "," 	2,673.6 ",0.30,BFSSDS,ICE-US, 	51.39 , 	70.56 , 	0.37 , 	0.08 , 	7.78 ,"Intercontinental Exchange, Inc.",Intercontinental Exchange Inc.,ICE,NYSE,Diversified Financials,United States and Canada,United States,,53.00000,56.00000,55.00000,50.00000,53.16000,74.35000,14.50000,40.89000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,Category 2,Category 1,No Evidence of Controversy,US45866F1049,@NA
2472759,20151231," 	2,063.4 "," 	2,673.6 ",0.30,247275,ITG-US, 	16.97 , 	19.25 , 	0.13 , 	(0.16), 	12.22 ,"Investment Technology Group, Inc.",Investment Technology Group Inc.,ITG,NYSE,Diversified Financials,United States and Canada,United States,,48.00000,32.00000,62.00000,48.00000,23.79000,0.370000,59.85000,27.88000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 3,No Evidence of Controversy,No Evidence of Controversy,US46145F1057,@NA
B28XP76,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B28XP7,IVZ-US, 	33.38 , 	36.54 , 	0.09 , 	(0.20), 	11.86 ,Invesco Ltd.,Invesco Ltd.,IVZ,NYSE,Diversified Financials,United States and Canada,United States,,58.00000,45.00000,62.00000,64.00000,70.26000,55.02000,59.85000,83.64000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,BMG491BT1088,@NA
2605555,20151231," 	2,063.4 "," 	2,673.6 ",0.30,260555,JNS-US, 	14.16 ,, 	(1.00), 	(1.30), 	9.83 ,Janus Capital Group Inc.,Janus Capital Group Inc.,JNS,NYSE,Diversified Financials,United States and Canada,United States,,48.00000,33.00000,55.00000,53.00000,23.79000,7.430000,14.50000,54.65000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US47102X1054,@NA
B432K33,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B432K3,KKR-US, 	15.61 , 	21.06 , 	0.35 , 	0.05 , 	11.79 ,KKR & Co. L.P.,KKR & Co. L.P.,KKR,NYSE,Diversified Financials,United States and Canada,United States,,48.00000,33.00000,56.00000,52.00000,23.79000,7.430000,17.84000,50.56000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,Category 2,Category 2,Category 1,No Evidence of Controversy,US48248M1027,@NA
2510615,20151231," 	2,063.4 "," 	2,673.6 ",0.30,251061,LM-US, 	39.35 , 	41.98 , 	0.07 , 	(0.23), 	5.01 ,"Legg Mason, Inc.",Legg Mason Inc.,LM,NYSE,Diversified Financials,United States and Canada,United States,,65.00000,71.00000,65.00000,58.00000,83.64000,88.85000,73.61000,69.14000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,Category 2,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US5249011058,@NA
B75JX34,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B75JX3,LPLA-US, 	42.96 , 	57.14 , 	0.33 , 	0.03 , 	17.19 ,LPL Financial Holdings Inc.,LPL Financial Holdings Inc.,LPLA,NasdaqGS,Diversified Financials,United States and Canada,United States,,52.00000,42.00000,61.00000,51.00000,48.33000,44.61000,52.79000,46.84000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 2,No Evidence of Controversy,Category 1,No Evidence of Controversy,No Evidence of Controversy,US50212V1008,@NA
2513012,20151231," 	2,063.4 "," 	2,673.6 ",0.30,251301,LUK-US, 	17.10 , 	26.49 , 	0.55 , 	0.25 , 	2.13 ,Leucadia National Corporation,Leucadia National Corporation,LUK,NYSE,Diversified Financials,United States and Canada,United States,,46.00000,38.00000,49.00000,49.00000,11.90000,28.25000,1.860000,31.60000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 1,No Evidence of Controversy,Category 2,No Evidence of Controversy,Category 2,Category 1,No Evidence of Controversy,US5272881047,@NA
2252058,20151231," 	2,063.4 "," 	2,673.6 ",0.30,225205,MCO-US, 	101.11 , 	147.61 , 	0.46 , 	0.16 ," 	1,325.34 ",Moody's Corporation,Moody's Corporation,MCO,NYSE,Diversified Financials,United States and Canada,United States,,57.00000,54.00000,57.00000,60.00000,64.68000,70.63000,30.86000,77.70000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,Category 3,No Evidence of Controversy,Category 2,Category 1,No Evidence of Controversy,US6153691059,@NA
B2972D2,20151231," 	2,063.4 "," 	2,673.6 ",0.30,B2972D,MSCI-US, 	72.59 , 	126.54 , 	0.74 , 	0.45 , 	13.20 ,MSCI Inc. Class A,MSCI Inc.,MSCI,NYSE,Diversified Financials,United States and Canada,United States,,64.00000,53.00000,61.00000,76.00000,81.41000,68.77000,52.79000,96.28000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,No Evidence of Controversy,US55354G1004,@NA
2262314,20151231," 	2,063.4 "," 	2,673.6 ",0.30,226231,MS-US, 	32.23 , 	52.47 , 	0.63 , 	0.33 , 	5.08 ,Morgan Stanley,Morgan Stanley,MS,NYSE,Diversified Financials,United States and Canada,United States,,65.00000,66.00000,70.00000,59.00000,83.64000,86.62000,86.25000,72.86000,0.300000,0.350000,0.350000,No Evidence of Controversy,No Evidence of Controversy,Category 2,Category 1,No Evidence of Controversy,Category 3,Category 2,Category 3,Category 1,No Evidence of Controversy,US6174464486,@NA
